position,ingredients,url,ingredients_cleaned,category,label,vegetarian
95,"flour,salt,shortening,sugar,nut,cinnamon,apple,butter",apple_pie/47_the_best_apple_pie_hostedLargeUrl.jpg,"flour,salt,sugar,nut,cinnamon,apple,butter",apple_pie,Vegetarian,0
81,"flour,butter,caster sugar,cold water,orange,cinnamon,brown sugar,apple,apple,flour,amaretti,egg",apple_pie/32_apple_mummy_pie!_hostedLargeUrl.jpg,"flour,butter,caster sugar,orange,cinnamon,brown sugar,apple,apple,flour,amaretti,egg",apple_pie,Vegetarian,0
75,"flour,salt,sugar,butter,ice water,apple,apple,brown sugar,cinnamon,nut,corn starch,lemon,egg",apple_pie/26_apple_pie_hostedLargeUrl.jpg,"flour,salt,sugar,butter,apple,apple,brown sugar,cinnamon,nut,lemon,egg",apple_pie,Vegetarian,0
72,"apple,brown sugar,sugar,lemon,flour,cinnamon,pie,butter",apple_pie/23_apple_pie_hostedLargeUrl.jpg,"apple,brown sugar,sugar,lemon,flour,cinnamon,pie,butter",apple_pie,Vegetarian,0
52,"crust,flour,salt,oil,milk,apple,brown sugar,flour,cinnamon",apple_pie/3_easy_homemade_apple_pie_hostedLargeUrl.jpg,"flour,salt,oil,milk,apple,brown sugar,flour,cinnamon",apple_pie,Vegetarian,0
79,"apple,sugar,flour,cinnamon,nut,butter,vanilla bean",apple_pie/30_apple_pie_hostedLargeUrl.jpg,"apple,sugar,flour,cinnamon,nut,butter",apple_pie,Vegetarian,0
58,"pie,apple,sugar,flour,cinnamon,lemon,butter",apple_pie/9_brown_bag_apple_pie_hostedLargeUrl.jpg,"pie,apple,sugar,flour,cinnamon,lemon,butter",apple_pie,Vegetarian,0
96,"pie,apple,sugar,flour,cinnamon,salt,nut,vanilla,lemon",apple_pie/48_perfect_apple_pie_hostedLargeUrl.jpg,"pie,apple,sugar,flour,cinnamon,salt,nut,lemon",apple_pie,Vegetarian,0
74,"crust,sugar,flour,cinnamon,nut,salt,apple,butter",apple_pie/25_mom's_apple_pie_hostedLargeUrl.jpg,"sugar,flour,cinnamon,nut,salt,apple,butter",apple_pie,Vegetarian,0
54,"sugar,cinnamon,flour,lemon,apple",apple_pie/5_apple_pie_hostedLargeUrl.jpg,"sugar,cinnamon,flour,lemon,apple",apple_pie,Vegetarian,0
66,"apple,butter,flour,sugar,brown sugar,cinnamon,water,nut,vanilla,pie",apple_pie/17_apple_pie_hostedLargeUrl.jpg,"apple,butter,flour,sugar,brown sugar,cinnamon,nut,pie",apple_pie,Vegetarian,0
64,"flour,sugar,salt,oil,milk,apple,cinnamon,butter",apple_pie/15_apple_pie_hostedLargeUrl.jpg,"flour,sugar,salt,oil,milk,apple,cinnamon,butter",apple_pie,Vegetarian,0
49,"apple,lemon,cinnamon,mixed spice,vanilla pod,salt,brown sugar,puff,egg,sugar",apple_pie/0_spiced_apple_lattice_pie_hostedLargeUrl.jpg,"apple,lemon,cinnamon,mixed spice,vanilla pod,salt,brown sugar,egg,sugar",apple_pie,Vegetarian,0
94,"flour,caster sugar,salt,butter,egg,cinnamon,apple,egg",apple_pie/46_placatory_pregnancy_apple_pie_hostedLargeUrl.jpg,"flour,caster sugar,salt,butter,egg,cinnamon,apple,egg",apple_pie,Vegetarian,0
70,"flour,sugar,baking,butter,egg,egg,apple,cinnamon",apple_pie/21_szarlotka_(polish_apple_pie)_hostedLargeUrl.jpg,"flour,sugar,baking,butter,egg,egg,apple,cinnamon",apple_pie,Vegetarian,0
61,"pie,apple,cinnamon,water,vanilla ice",apple_pie/12_magically_fast_apple_pie_hostedLargeUrl.jpg,"pie,apple,cinnamon",apple_pie,Vegetarian,0
84,"apple,flour,sugar,lemon,cinnamon,egg,ice water,salt,shortening,butter",apple_pie/35_apple_pie_hostedLargeUrl.jpg,"apple,flour,sugar,lemon,cinnamon,egg,salt,butter",apple_pie,Vegetarian,0
92,"flour,ice water,butter,sugar,salt,apple,brown sugar,cinnamon",apple_pie/44_classic_american_apple_pie_hostedLargeUrl.jpg,"flour,butter,sugar,salt,apple,brown sugar,cinnamon",apple_pie,Vegetarian,0
86,"pie,apple,sugar,lemon,cinnamon,flour,butter,brown sugar,nut",apple_pie/37_slab_apple_pie_with_easy_crumb_top_hostedLargeUrl.jpg,"pie,apple,sugar,lemon,cinnamon,flour,butter,brown sugar,nut",apple_pie,Vegetarian,0
65,"apple,lemon,flour,vanilla,nut,cinnamon,brown sugar,sugar,dough,egg,milk",apple_pie/16_apple_pie_hostedLargeUrl.jpg,"apple,lemon,flour,nut,cinnamon,brown sugar,sugar,egg,milk",apple_pie,Vegetarian,0
76,"apple,flour,sugar,salt,gin,cinnamon,pie",apple_pie/27_apple_pie_hostedLargeUrl.jpg,"apple,flour,sugar,salt,gin,cinnamon,pie",apple_pie,Vegetarian,0
82,"apple,sugar,flour,salt,cinnamon,pie",apple_pie/33_german_apple_pie_hostedLargeUrl.jpg,"apple,sugar,flour,salt,cinnamon,pie",apple_pie,Vegetarian,0
68,"apple,margarine,flour,water,oats,sugar,corn starch,cinnamon",apple_pie/19_apple_pie_hostedLargeUrl.jpg,"apple,margarine,flour,oats,sugar,cinnamon",apple_pie,Vegetarian,0
87,"apple,sugar,cinnamon,lemon,flour,salt,butter,ice water",apple_pie/38_apple_pie_for_one_hostedLargeUrl.jpg,"apple,sugar,cinnamon,lemon,flour,salt,butter",apple_pie,Vegetarian,0
112,"butter,flour,milk,salt,nut,cheese,cheese,ham,cheese,dijon mustard,sandwiches,egg,butter",croque_madame/14_croque_madame_hostedLargeUrl.jpg,"butter,flour,milk,salt,nut,cheese,cheese,ham,cheese,dijon mustard,egg,butter",croque_madame,Vegetarian-Not,1
142,"bread,butter,butter,ham,cheese,ham,egg,pepper,salt,parsley",croque_madame/44_pressed_croque_madame_hostedLargeUrl.jpg,"bread,butter,butter,ham,cheese,ham,egg,pepper,salt,parsley",croque_madame,Vegetarian-Not,1
121,"butter,cheddar,bread,ham,egg",croque_madame/23_croque_madame_hostedLargeUrl.jpg,"butter,cheddar,bread,ham,egg",croque_madame,Vegetarian-Not,1
131,"bread,butter,cheese,ham,marjoram,egg",croque_madame/33_croque_monsieur_and_croque_madame_hostedLargeUrl.jpg,"bread,butter,cheese,ham,marjoram,egg",croque_madame,Vegetarian-Not,1
99,"butter,flour,milk,salt,black pepper,nut,cheese,bread,dijon mustard,ham,egg",croque_madame/1_croque-madame_hostedLargeUrl.jpg,"butter,flour,milk,salt,black pepper,nut,cheese,bread,dijon mustard,ham,egg",croque_madame,Vegetarian-Not,1
145,"bread,ham,cheese,butter,flour,fat,salt,black pepper,nut,oil,egg",croque_madame/47_croque_monsieur_and_croque_madame_hostedLargeUrl.jpg,"bread,ham,cheese,butter,flour,fat,salt,black pepper,nut,oil,egg",croque_madame,Vegetarian-Not,1
124,"butter,flour,milk,salt,bay leaf,onion,nut,thyme,cheese,bread,ham,cheese,nonstick spray,egg",croque_madame/26_croque_madame_hostedLargeUrl.jpg,"butter,flour,milk,salt,bay leaf,onion,nut,thyme,cheese,bread,ham,cheese,egg",croque_madame,Vegetarian-Not,1
105,"bread,mustard,cheese,ham,butter,butter,egg",croque_madame/7_croque_madame_hostedLargeUrl.jpg,"bread,mustard,cheese,ham,butter,butter,egg",croque_madame,Vegetarian-Not,1
111,"butter,garlic,flour,milk,cheese,bread,salt,pepper,ham,egg",croque_madame/13_croque_monsieur_&_croque_madame_hostedLargeUrl.jpg,"butter,garlic,flour,milk,cheese,bread,salt,pepper,ham,egg",croque_madame,Vegetarian-Not,1
100,"mayonnaise,dijon mustard,bread,ham,cheese,egg,chives,butter,flour,milk,cheese",croque_madame/2_croque_madame_hostedLargeUrl.jpg,"mayonnaise,dijon mustard,bread,ham,cheese,egg,chives,butter,flour,milk,cheese",croque_madame,Vegetarian-Not,1
135,"bread,butter,cheddar,flour,cheese,salt,pepper,milk,bread,sandwiches,ham,egg,oil",croque_madame/37_croque_madames_and_a_basic_grilled_cheese_hostedLargeUrl.jpg,"bread,butter,cheddar,flour,cheese,salt,pepper,milk,bread,ham,egg,oil",croque_madame,Vegetarian-Not,1
98,"butter,flour,milk,salt,nut,cheese,bread,dijon mustard,ham,egg,pepper",croque_madame/0_croque_madame_hostedLargeUrl.jpg,"butter,flour,milk,salt,nut,cheese,bread,dijon mustard,ham,egg,pepper",croque_madame,Vegetarian-Not,1
139,"butter,flour,milk,nut,salt,pepper,cheese,cheese,sandwiches,brioche,ham,dijon mustard,egg,egg,black pepper",croque_madame/41_croque_madame_sandwich_hostedLargeUrl.jpg,"butter,flour,milk,nut,salt,pepper,cheese,cheese,brioche,ham,dijon mustard,egg,egg,black pepper",croque_madame,Vegetarian-Not,1
132,"bread,butter,flour,milk,nut,salt,black pepper,cheese,dijon mustard,ham,egg,oil",croque_madame/34_croque_madame_casserole_with_ham_and_gruyere_hostedLargeUrl.jpg,"bread,butter,flour,milk,nut,salt,black pepper,cheese,dijon mustard,ham,egg,oil",croque_madame,Vegetarian-Not,1
102,"bread,butter,ham,cheese,egg,flour,milk,cheese,nut,dijon mustard,salt,black pepper",croque_madame/4_croque_madame_hostedLargeUrl.jpg,"bread,butter,ham,cheese,egg,flour,milk,cheese,nut,dijon mustard,salt,black pepper",croque_madame,Vegetarian-Not,1
138,"milk,butter,flour,cheese,cheese,paprika,bread,sandwich,dijon mustard,cheese,egg",croque_madame/40_not-so-traditional_croque_madame_hostedLargeUrl.jpg,"milk,butter,flour,cheese,cheese,paprika,bread,dijon mustard,cheese,egg",croque_madame,Vegetarian-Not,0
110,"butter,onion,flour,salt,pepper,milk,egg,cheddar,bacon,bread,mayonnaise",croque_madame/12_spicy_croque_madame_hostedLargeUrl.jpg,"butter,onion,flour,salt,pepper,milk,egg,cheddar,bacon,bread,mayonnaise",croque_madame,Vegetarian-Not,1
133,"butter,flour,milk,cheese,dijon mustard,salt,pepper,nut,bread,ham,egg",croque_madame/35_croque-madame_hostedLargeUrl.jpg,"butter,flour,milk,cheese,dijon mustard,salt,pepper,nut,bread,ham,egg",croque_madame,Vegetarian-Not,1
127,"butter,flour,milk,cheese,dijon mustard,pepper,salt,bread,egg,ham",croque_madame/29_ham_and_gruyere_croque_madame_hostedLargeUrl.jpg,"butter,flour,milk,cheese,dijon mustard,pepper,salt,bread,egg,ham",croque_madame,Vegetarian-Not,1
137,"bread,ham,cheese,butter,flour,milk,bay leaf,nut,salt,pepper,egg",croque_madame/39_triple_decker_croque_madame_hostedLargeUrl.jpg,"bread,ham,cheese,butter,flour,milk,bay leaf,nut,salt,pepper,egg",croque_madame,Vegetarian-Not,1
117,"butter,flour,milk,nut,cheese,cheese,egg,chicken,bread,mustard",croque_madame/19_croque_madame_hostedLargeUrl.jpg,"butter,flour,milk,nut,cheese,cheese,egg,chicken,bread,mustard",croque_madame,Vegetarian-Not,1
126,"butter,flour,milk,pepper,salt,bread,dijon mustard,salmon,dill,cheese,egg",croque_madame/28_smoked_salmon_croque_madames_hostedLargeUrl.jpg,"butter,flour,milk,pepper,salt,bread,dijon mustard,salmon,dill,cheese,egg",croque_madame,Vegetarian-Not,1
115,"bread,ham,cheese,butter,egg,black pepper,parsley,onion,salt,flour,milk,bay leaf,black pepper,clove,nut,pepper,emmenthal",croque_madame/17_croque_madame_hostedLargeUrl.jpg,"bread,ham,cheese,butter,egg,black pepper,parsley,onion,salt,flour,milk,bay leaf,black pepper,nut,pepper",croque_madame,Vegetarian-Not,1
101,"bread,butter,ham,cheese,egg,flour,milk,cheese,nut,dijon mustard,salt,black pepper",croque_madame/3_croque_madame_hostedLargeUrl.jpg,"bread,butter,ham,cheese,egg,flour,milk,cheese,nut,dijon mustard,salt,black pepper",croque_madame,Vegetarian-Not,1
108,"bread,butter,ham,cheese,egg,flour,milk,cheese,nut,dijon mustard,salt,black pepper",croque_madame/10_croque_madame_hostedLargeUrl.jpg,"bread,butter,ham,cheese,egg,flour,milk,cheese,nut,dijon mustard,salt,black pepper",croque_madame,Vegetarian-Not,1
120,"flour,milk,dijon mustard,nut,cheese,salt,pepper,butter,ham,egg,bread",croque_madame/22_croque_madame_muffins_hostedLargeUrl.jpg,"flour,milk,dijon mustard,nut,cheese,salt,pepper,butter,ham,egg,bread",croque_madame,Vegetarian-Not,1
143,"asparagus,bread,ham,cheese,ham,butter,flour,milk,dijon mustard",croque_madame/45_asparagus_&_gruyere_croque_madame_hostedLargeUrl.jpg,"asparagus,bread,ham,cheese,ham,butter,flour,milk,dijon mustard",croque_madame,Vegetarian-Not,1
104,"bread,dijon mustard,ham,cheddar,butter,flour,milk,salt,egg",croque_madame/6_croque-madame_hostedLargeUrl.jpg,"bread,dijon mustard,ham,cheddar,butter,flour,milk,salt,egg",croque_madame,Vegetarian-Not,1
123,"butter,flour,milk,dijon mustard,nut,cheese,salt,black pepper,bread,ham,egg",croque_madame/25_croque_madame_muffins_hostedLargeUrl.jpg,"butter,flour,milk,dijon mustard,nut,cheese,salt,black pepper,bread,ham,egg",croque_madame,Vegetarian-Not,1
106,"cheese,butter,flour,milk,cheese,salt,nut,egg,bread,ham,chives",croque_madame/8_croque_madame_hostedLargeUrl.jpg,"cheese,butter,flour,milk,cheese,salt,nut,egg,bread,ham,chives",croque_madame,Vegetarian-Not,1
134,"cheddar,cheese,dijon mustard,worcestershire,salt,black pepper,bread,pancetta,egg",croque_madame/36_croque_madame_pizza_hostedLargeUrl.jpg,"cheddar,cheese,dijon mustard,salt,black pepper,bread,pancetta,egg",croque_madame,Vegetarian-Not,0
129,"butter,flour,milk,nut,salt,pepper,cheese,cheese,dijon mustard,ham,bread,egg,oil",croque_madame/31_croque_madame_brunch_sandwiches_hostedLargeUrl.jpg,"butter,flour,milk,nut,salt,pepper,cheese,cheese,dijon mustard,ham,bread,egg,oil",croque_madame,Vegetarian-Not,1
136,"butter,flour,milk,dijon mustard,salt,rolls,ham,cheese,egg,cheese,parsley",croque_madame/38_baked_croque_madame_rolls_hostedLargeUrl.jpg,"butter,flour,milk,dijon mustard,salt,ham,cheese,egg,cheese,parsley",croque_madame,Vegetarian-Not,1
125,"bread,gin,dijon mustard,mayonnaise,ham,cheese,egg",croque_madame/27_croque_madame_hostedLargeUrl.jpg,"bread,gin,dijon mustard,mayonnaise,ham,cheese,egg",croque_madame,Vegetarian-Not,1
128,"butter,flour,milk,dijon mustard,salt,pepper,nut,bread,ham,cheese,egg",croque_madame/30_croque-madame_casserole_hostedLargeUrl.jpg,"butter,flour,milk,dijon mustard,salt,pepper,nut,bread,ham,cheese,egg",croque_madame,Vegetarian-Not,1
1745,"tomato,white wine,onion,mussels,gin,sage,pepper,cayenne pepper,rice,saffron,chicken,peas,shrimp,clams,parsley,lemon,salt,black pepper,paprika",paella/36_spicy_andalusian_seafood_paella_hostedLargeUrl.jpg,"tomato,white wine,onion,mussels,gin,sage,pepper,cayenne pepper,rice,saffron,chicken,peas,shrimp,clams,parsley,lemon,salt,black pepper,paprika",paella,Vegetarian-Not,1
1736,"rice,broth,zucchini,onion,pepper,cloves,tomato,pimenton de la vera,white wine,oil,rosemary,salt,pepper",paella/27_vegetarian_paella_hostedLargeUrl.jpg,"rice,broth,onion,pepper,cloves,tomato,white wine,oil,rosemary,salt,pepper",paella,Vegetarian-Not,0
1729,"chicken,paprika,salt,pepper,oil,chorizo,garlic,onion,tomato,grain,saffron,warm water,shrimp,mussels",paella/20_paella_hostedLargeUrl.jpg,"chicken,paprika,salt,pepper,oil,chorizo,garlic,onion,tomato,grain,saffron,shrimp,mussels",paella,Vegetarian-Not,1
1756,"grain,sage,beans,onion,garlic,tomato,parsley,rosemary,pepper,salt,gin",paella/48_paella_hostedLargeUrl.jpg,"grain,sage,beans,onion,garlic,tomato,parsley,rosemary,pepper,salt,gin",paella,Vegetarian-Not,0
1738,"chicken,pork,chorizo,clams,mussels,scallop,shrimp,crab,prawn,pepper,tomato,onion,garlic,olive,olive,peas,beans,parsley,rice,broth,white wine,oil,liquor,paprika,saffron,pimentos,lemon",paella/29_paella_hostedLargeUrl.jpg,"chicken,pork,chorizo,clams,mussels,scallop,shrimp,crab,prawn,pepper,tomato,onion,garlic,olive,olive,peas,beans,parsley,rice,broth,white wine,oil,paprika,saffron,lemon",paella,Vegetarian-Not,1
1709,"oil,paella,garlic,onion,tomato,paprika,saffron,chicken,beans,prawn,seafood,chicken,chorizo,parsley,lemon",paella/0_paella_hostedLargeUrl.jpg,"oil,paella,garlic,onion,tomato,paprika,saffron,chicken,beans,prawn,seafood,chicken,chorizo,parsley,lemon",paella,Vegetarian-Not,1
1713,"oil,onion,cloves,bay leaf,salt,pepper,tomato,salt,shrimp,fish,langoustine,gin,squid,cloves,bay,rice,paprika,saffron,white wine,fish,mussels,sugar",paella/4_paella_hostedLargeUrl.jpg,"oil,onion,cloves,bay leaf,salt,pepper,tomato,salt,shrimp,fish,langoustine,gin,squid,cloves,rice,paprika,saffron,white wine,fish,mussels,sugar",paella,Vegetarian-Not,1
1717,"lobster,prawn,mussels,oil,chorizo,onion,pepper,garlic,bay,tomato,white wine,saffron,pepper,rice,lobster,scallions,parsley",paella/8_paella_bogavante_hostedLargeUrl.jpg,"lobster,prawn,mussels,oil,chorizo,onion,pepper,garlic,tomato,white wine,saffron,pepper,rice,lobster,parsley",paella,Vegetarian-Not,1
1754,"tofu,onion,garlic,pepper,zucchini,white wine,paprika,salt,black pepper,saffron,peas,olive,tomato,artichoke,rice,broth,pepper,parsley,lemon",paella/46_vegan_paella_hostedLargeUrl.jpg,"tofu,onion,garlic,pepper,white wine,paprika,salt,black pepper,saffron,peas,olive,tomato,artichoke,rice,broth,pepper,parsley,lemon",paella,Vegetarian-Not,0
1718,"chicken,saffron,oil,bones,chorizo,onion,cloves,tomato,paprika,pepper,paella,pepper,egg,parsley,lemon,nut,lemon",paella/9_stovetop_paella_with_chorizo_and_chicken_hostedLargeUrl.jpg,"chicken,saffron,oil,chorizo,onion,cloves,tomato,paprika,pepper,paella,pepper,egg,parsley,lemon,nut,lemon",paella,Vegetarian-Not,1
1730,"broth,saffron,gin,chicken,shell-on shrimp,chorizo,pimenton,bay,garlic,tomato,onion,salt,black pepper,paella,artichoke,pepper,mussels","paella/21_spanish_paella_with_chorizo,_chicken_and_shrimp_hostedLargeUrl.jpg","broth,saffron,gin,chicken,chorizo,garlic,tomato,onion,salt,black pepper,paella,artichoke,pepper,mussels",paella,Vegetarian-Not,1
1723,"gin,onion,pepper,pepper,fennel,cloves,bay,paprika,tumeric,cayenne,paella,sherry,saffron,salt,pepper,beans,plum,artichoke,olive,parsley,lemon",paella/14_vegetable_paella_hostedLargeUrl.jpg,"gin,onion,pepper,pepper,fennel,cloves,paprika,paella,sherry,saffron,salt,pepper,beans,plum,artichoke,olive,parsley,lemon",paella,Vegetarian-Not,0
1732,"shrimp,scallop,calamari,water,saffron,salt,gin,cloves,onion,beef,pepper,paprika,rice,lemon",paella/23_classic_seafood_paella_hostedLargeUrl.jpg,"shrimp,scallop,saffron,salt,gin,cloves,onion,beef,pepper,paprika,rice,lemon",paella,Vegetarian-Not,1
1746,"brown rice,shrimp,chorizo,tomato,pepper,onion,cloves,oil,broth,peas,paprika,saffron,salt,pepper",paella/37_weeknight_paella_hostedLargeUrl.jpg,"brown rice,shrimp,chorizo,tomato,pepper,onion,cloves,oil,broth,peas,paprika,saffron,salt,pepper",paella,Vegetarian-Not,1
1728,"onion,celery,cloves,tomato,oil,chorizo,shrimp,salt,wine,paprika,sugar,saffron,rice,olive,lemon,radish,salt",paella/19_chorizo_and_shrimp_paella_hostedLargeUrl.jpg,"onion,celery,cloves,tomato,oil,chorizo,shrimp,salt,wine,paprika,sugar,saffron,rice,olive,lemon,radish,salt",paella,Vegetarian-Not,1
1737,"broth,tomato,salt,black pepper,gin,onion,garlic,tomato,saffron,paprika,arborio rice,chorizo,parsley",paella/28_tomato_paella_with_chorizo_hostedLargeUrl.jpg,"broth,tomato,salt,black pepper,gin,onion,garlic,tomato,saffron,paprika,arborio rice,chorizo,parsley",paella,Vegetarian-Not,0
1724,"oil,rice,chicken,onion,garlic,tomato,paprika,saffron,turmeric,pepper,salt,chorizo,shrimp,parsley",paella/15_shrimp_and_chorizo_paella_hostedLargeUrl.jpg,"oil,rice,chicken,onion,garlic,tomato,paprika,saffron,turmeric,pepper,salt,chorizo,shrimp,parsley",paella,Vegetarian-Not,1
1710,"rice,saffron,gin,paprika,chorizo,tomato,pepper,onion,cloves,mushroom,chicken,garlic,onion,sunchokes,peas,scallions,chicken,clams,mussels,shrimp,salt,pepper",paella/1_paella_hostedLargeUrl.jpg,"rice,saffron,gin,paprika,chorizo,tomato,pepper,onion,cloves,mushroom,chicken,garlic,onion,peas,chicken,clams,mussels,shrimp,salt,pepper",paella,Vegetarian-Not,1
1719,"gin,chorizo,onion,pepper,garlic,salt,pepper,grain,saffron,broth,clams,shrimp,peas,lemon",paella/10_paella_hostedLargeUrl.jpg,"gin,chorizo,onion,pepper,garlic,salt,pepper,grain,saffron,broth,clams,shrimp,peas,lemon",paella,Vegetarian-Not,1
1725,"shrimp,black pepper,oil,cloves,chicken,pepper,chorizo,onion,tomato,arborio rice,chicken,white wine,saffron,bay leaf,mussels,peas,parsley,lemon",paella/16_paella_hostedLargeUrl.jpg,"shrimp,black pepper,oil,cloves,chicken,pepper,chorizo,onion,tomato,arborio rice,chicken,white wine,saffron,bay leaf,mussels,peas,parsley,lemon",paella,Vegetarian-Not,1
1734,"paella,clams,prawn,mussels,squid,clam,water,parsley,tomato,peas,saffron,onion,pepper,paprika,garlic,oil,salt,lemon",paella/25_seafood_paella_hostedLargeUrl.jpg,"paella,clams,prawn,mussels,squid,parsley,tomato,peas,saffron,onion,pepper,paprika,garlic,oil,salt,lemon",paella,Vegetarian-Not,1
1748,"onion,tomato,chicken,garlic,saffron,chicken,pepper,paella,pepper,lemon,oil",paella/39_easy_paella_hostedLargeUrl.jpg,"onion,tomato,chicken,garlic,saffron,chicken,pepper,paella,pepper,lemon,oil",paella,Vegetarian-Not,1
1715,"gin,chicken,chicken,saffron,onion,cloves,tomato,parsley,paprika,paella,pepper,lemon",paella/6_classic_paella_hostedLargeUrl.jpg,"gin,chicken,chicken,saffron,onion,cloves,tomato,parsley,paprika,paella,pepper,lemon",paella,Vegetarian-Not,1
1721,"oil,rice,chicken,onion,garlic,tomato,paprika,saffron,turmeric,pepper,salt,chorizo,shrimp,parsley",paella/12_shrimp_and_chorizo_paella_hostedLargeUrl.jpg,"oil,rice,chicken,onion,garlic,tomato,paprika,saffron,turmeric,pepper,salt,chorizo,shrimp,parsley",paella,Vegetarian-Not,1
1744,"oil,chorizo,sage,onion,pepper,cloves,salt,pepper,rice,paella,saffron,broth,jumbo shrimp,clams,mussels,peas",paella/35_spanish_paella_with_chorizo_and_seafood_hostedLargeUrl.jpg,"oil,chorizo,sage,onion,pepper,cloves,salt,pepper,rice,paella,saffron,broth,clams,mussels,peas",paella,Vegetarian-Not,1
1747,"fish,rice,tomato,paprika,garlic,saffron,tarragon,parsley,squid,mussels,liquor,shrimp,salt,paprika,prawn,peas,beans,sugar,pepper,roast,edible flowers,nasturtium,squash",paella/38_wedding_paella_hostedLargeUrl.jpg,"fish,rice,tomato,paprika,garlic,saffron,tarragon,parsley,squid,mussels,shrimp,salt,paprika,prawn,peas,beans,sugar,pepper,nasturtium,squash",paella,Vegetarian-Not,1
1720,"shrimp,salt,black pepper,oil,cloves,chicken,pepper,chorizo,onion,tomato,arborio rice,chicken,white wine,saffron,bay leaf,mussels,peas,parsley,lemon",paella/11_paella_hostedLargeUrl.jpg,"shrimp,salt,black pepper,oil,cloves,chicken,pepper,chorizo,onion,tomato,arborio rice,chicken,white wine,saffron,bay leaf,mussels,peas,parsley,lemon",paella,Vegetarian-Not,1
1755,"oil,onion,capsicum,capsicum,tomato,cloves,saffron,paprika,paprika,rice,beans,gin,basil,parsley",paella/47_summer_tomato_paella_hostedLargeUrl.jpg,"oil,onion,capsicum,capsicum,tomato,cloves,saffron,paprika,paprika,rice,beans,gin,basil,parsley",paella,Vegetarian-Not,0
1712,"paella,chicken,shrimp,mussels,cod,cloves,pepper,pepper,chicken,saffron,parsley,oil,salt,lemon",paella/3_paella_hostedLargeUrl.jpg,"paella,chicken,shrimp,mussels,cod,cloves,pepper,pepper,chicken,saffron,parsley,oil,salt,lemon",paella,Vegetarian-Not,1
1735,"paella,seafood,water,onion,pepper,pepper,garlic,chorizo,tomato,shrimp,mussels,oil,paprika,saffron,cayenne pepper,salt,pepper,lemon",paella/26_seafood_and_chorizo_paella_hostedLargeUrl.jpg,"paella,seafood,onion,pepper,pepper,garlic,chorizo,tomato,shrimp,mussels,oil,paprika,saffron,cayenne pepper,salt,pepper,lemon",paella,Vegetarian-Not,1
1726,"chicken,pork,oil,pepper,zucchini,onion,garlic,cherry,saffron,salt,paprika,thyme,arborio rice,corn,parsley,nut,olive,lemon",paella/17_paella_hostedLargeUrl.jpg,"chicken,pork,oil,pepper,onion,garlic,cherry,saffron,salt,paprika,thyme,arborio rice,parsley,nut,olive,lemon",paella,Vegetarian-Not,1
